,begin_shape_index,end_shape_index,length,speed,segment_id,starts_segment,ends_segment,begin_percent,end_percent,matched_segment_id,match
0,0,1,0.026,35,683778103858,True,True,0.0,1.0,675859257906,False
1,1,2,0.073,35,33493211698,True,True,0.0,1.0,33493211698,True
2,2,3,0.043,35,33493211698,False,False,0.0,1.0,33493211698,True
3,3,4,0.031,35,33493211698,False,False,0.0,1.0,33493211698,True
4,4,5,0.1,40,192233707145,False,False,0.0,1.0,192233707145,True
5,5,6,0.031,49,186361681545,True,True,0.0,1.0,192401479305,False
6,6,7,0.018,49,186361681545,False,False,0.0,1.0,38392158770,False
7,7,8,0.025,49,186361681545,False,False,0.0,1.0,192267261577,False
8,8,9,0.028,49,186361681545,False,False,0.0,1.0,192401479305,False
9,9,10,0.004,49,186361681545,False,False,0.0,1.0,186999215753,False
10,10,11,0.04,49,186361681545,False,False,0.0,1.0,45975460402,False
11,11,12,0.085,40,193911428745,True,True,0.0,1.0,45975460402,False
12,12,13,0.015,40,193911428745,False,False,0.0,1.0,45975460402,False
13,13,14,0.07,40,193911428745,False,False,0.0,1.0,193911428745,True
14,14,15,0.033,40,193911428745,False,False,0.0,1.0,180187666057,False
15,15,16,0.043,40,180187666057,True,True,0.0,1.0,30204877362,False
16,16,17,0.064,40,180187666057,False,False,0.0,1.0,88919267232,False
17,17,18,0.053,40,180187666057,False,False,0.0,1.0,64430398002,False
18,18,19,0.031,40,180187666057,False,False,0.0,1.0,88986376096,False
19,19,20,0.019,40,180187666057,False,False,0.0,1.0,88986376096,False
20,20,22,0.137,40,88986376096,True,True,0.0,1.0,102112025138,False
21,22,23,0.026,57,88986376096,False,False,0.0,1.0,102212688434,False
22,23,24,0.046,57,88986376096,False,False,0.0,1.0,,False
23,24,25,0.022,57,88986376096,False,False,0.0,1.0,,False
24,25,26,0.043,40,88986376096,False,False,0.0,1.0,,False
25,26,27,0.02,40,88986376096,False,False,0.0,1.0,,False
26,27,28,0.115,40,88986376096,False,False,0.0,1.0,,False
27,28,29,0.021,40,88986376096,False,False,0.0,1.0,,False
28,29,30,0.026,40,88986376096,False,False,0.0,1.0,,False
29,30,31,0.095,40,146767108000,True,True,0.0,1.0,,False
30,31,32,0.111,40,93080016800,True,True,0.0,1.0,,False
31,32,33,0.024,40,93080016800,False,False,0.0,1.0,,False
32,33,34,0.029,40,88751495072,True,True,0.0,1.0,,False
33,34,35,0.105,40,88751495072,False,False,0.0,1.0,,False
34,35,36,0.015,40,88751495072,False,False,0.0,1.0,,False
35,36,37,0.087,40,88751495072,False,False,0.0,1.0,,False
36,37,39,0.041,40,88751495072,False,False,0.0,1.0,,False
37,39,40,0.085,40,97408538528,True,True,0.0,1.0,,False
38,40,42,0.05,40,97408538528,False,False,0.0,1.0,,False
39,42,44,0.116,75,76437018528,True,True,0.0,1.0,,False
40,44,45,0.146,75,76437018528,False,False,0.0,1.0,,False
41,45,48,0.104,30,663410563634,True,True,0.0,1.0,,False
42,48,51,0.106,30,560868219442,True,True,0.0,1.0,,False
43,51,54,0.038,30,62249359922,True,True,0.0,1.0,,False
44,54,57,0.045,30,62249359922,False,False,0.0,1.0,780716857906,False
45,57,65,0.082,30,780683303474,True,True,0.0,1.0,780716857906,False
46,65,72,0.05,40,780716857906,True,True,0.0,1.0,,False
